Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0
Business Intelligence Analyst,SLAC National Accelerator Laboratory,Menlo Park,Indeed,Full-time,Not mentioned,Not mentioned,0,"161,079–189,389 a year",Not mentioned,provided,16 days ago,
Business Intelligence Analyst / Job Req 604260037,ALAMEDA ALLIANCE FOR HEALTH,Alameda,Glassdoor,Full-time,Not mentioned,Not mentioned,0,"105,853–158,780 a year",Not mentioned,provided,1 month ago,
Business Intelligence Analyst 3: 24-02026,Akraya Inc.,Santa Clara,Akraya,Contractor,Not mentioned,Not mentioned,"[5, 10]","['$60', '$65.42']",Not mentioned,Not mentioned,1 month ago,
Data & Business Intelligence Analyst,Candidate Portal,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,provided,provided,"[2, 2, 2, 2, 2, 20, 7]","['$49.21', '$58.05']",Not mentioned,Not mentioned,17 days ago,
BI Analyst – Supply Chain,eShocan,Newark,LinkedIn,Full-time,Not mentioned,Not mentioned,[5],,Not mentioned,Not mentioned,16 days ago,
Business Intelligence Analyst,Stanford University,Stanford,Inside Higher Ed Careers,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,
Business Intelligence Analyst,Wing,Palo Alto,SimplyHired,Contractor,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,10 days ago,
Business Intelligence Analyst,BayOne,Mountain View,Glassdoor,Full-time,Not mentioned,Not mentioned,[5],,Not mentioned,Not mentioned,29 days ago,
Growth Architect - Business Intelligence Analyst,GlacierGrid,San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,"[3, 3, 3, 3, 3, 3, 3]",['$158642'],Not mentioned,provided,2 days ago,
"Business Intelligence Analyst, Trust & Safety - USDS",TikTok,Mountain View,Indeed,Full-time,provided,provided,0,"106,400–177,777 a year",Not mentioned,provided,1 month ago,
Senior Business Intelligence Analyst,Playstation,San Mateo,ShowbizJobs,Full-time,Not mentioned,Not mentioned,0,,provided,provided,13 days ago,
"Sr. Business Intelligence Analyst, eComm",Albertsons Companies,Pleasanton,Eofd.fa.us6.Oraclecloud.com,Full-time,provided,provided,[2],"['$92000', '$119720']",provided,Not mentioned,23 days ago,
Business Intelligence Analyst / Job Req 604260037,ALAMEDA ALLIANCE FOR HEALTH,Alameda,Indeed,Contractor,Not mentioned,Not mentioned,0,"105,853.04–158,779.55 a year",provided,Not mentioned,1 month ago,
Business Intelligence Data Analyst,The Mom Project,Sunnyvale,LinkedIn,Full-time,provided,provided,[2],,provided,provided,9 days ago,
Business Intelligence Analyst,QuinStreet,Foster City,ZipRecruiter,Full-time,provided,Not mentioned,0,"['$95000', '$125000']",provided,provided,29 days ago,
Business Intelligence Analyst,Check,San Francisco,Greenhouse,Full-time,provided,provided,0,"['$95000', '$125000']",provided,provided,1 month ago,
Sr Business Intelligence Analyst,LG Ad Solutions,Mountain View,LinkedIn,Full-time,Not mentioned,Not mentioned,[2],,provided,provided,1 month ago,
"Business Intelligence Analyst, Accounting",Snowflake,Dublin,Greenhouse,Contractor,Not mentioned,Not mentioned,[2],,Not mentioned,Not mentioned,1 month ago,
Business Intelligence Data Analyst,Cynet Systems,Sunnyvale,LinkedIn,Full-time,Not mentioned,Not mentioned,[2],,Not mentioned,Not mentioned,11 days ago,
Sr./Principal Business Intelligence Analyst,Workday,Pleasanton,JobzMall,Full-time,Not mentioned,Not mentioned,0,105K–125K a year,Not mentioned,Not mentioned,1 month ago,
Become a Business Intelligence Analyst in Less Than 6 Months,Kdnuggets,Palo Alto,Ladders,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,2 days ago,
Business Intelligence Analyst,On Lok,San Francisco,LinkedIn,Full-time,provided,provided,"[3, 2]","['$49.25', '$65.67']",Not mentioned,Not mentioned,24 days ago,
Principal Business Systems & Intelligence Analyst,"Matson Navigation Company, Inc",Oakland,Jobvite,Full-time,Not mentioned,Not mentioned,"[5, 8]","['$111300', '$151500']",Not mentioned,provided,1 month ago,
"Senior Manager, People Analytics Business Intelligence",Adobe,San Jose,Adobe Careers,Full-time,Not mentioned,Not mentioned,"[7, 2, 3]","['$130300', '$245300']",Not mentioned,provided,3 days ago,
Intelligence analyst,VirtualVocations,Fremont,Talent.com,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 day ago,
Business Intelligence Analyst 3,Veterans Sourcing Group,Santa Clara,Adzuna,Full-time,Not mentioned,Not mentioned,"[5, 10]",,Not mentioned,Not mentioned,16 days ago,
Business Intelligence Analyst,InterSources,Sunnyvale,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,
Staff Business Intelligence Analyst,Waymo,Mountain View,Ladders,Full-time,provided,Not mentioned,[8],190K–238K a year,provided,provided,1 month ago,
Senior BI Analyst (Remote),Getaround,San Francisco,Powderkeg,Full-time,provided,provided,[5],,provided,provided,1 month ago,
Senior Business Intelligence Analyst,Equifax,San Jose,Jora,Full-time,Not mentioned,Not mentioned,"[5, 3, 3, 1, 2, 3]",,provided,provided,26 days ago,
Senior Business Data Analyst,Intuit,Mountain View,Intuit Careers,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,
Sr. Business Intelligence Analyst,Adobe,San Jose,JobzMall,Full-time,Not mentioned,Not mentioned,0,"108,267–146,532 a year",Not mentioned,Not mentioned,1 month ago,
"Data Analyst, Sales Analytics",Lucid,Newark,DataAnalyst.com,Full-time,Not mentioned,Not mentioned,"[0, 3, 2]",108K–146K a year,provided,provided,9 days ago,
Senior Business Intelligence Analyst GTM,Druva,Santa Clara,Ladders,Full-time,provided,provided,[5],135K–189K a year,provided,provided,1 month ago,
Business Intelligence Analyst,Box,Redwood City,JobzMall,Full-time,Not mentioned,Not mentioned,0,82K–118K a year,provided,provided,1 month ago,
Business Intelligence Analyst,Hess Wine Co,Napa,Paylocity,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,5 days ago,
Business Intelligence Data Analyst - Global Monetization Product & Tech,TikTok,San Jose,Indeed,Full-time,provided,provided,"[5, 3]",147K–270K a year,Not mentioned,provided,1 month ago,
AppleCare Business Intelligence Analyst,Apple,Santa Clara,JobzMall,Full-time,Not mentioned,Not mentioned,0,72K–90K a year,Not mentioned,provided,1 month ago,
Business Intelligence Analyst Customer Experience,Pure Storage,Mountain View,Employment Crossing,Full-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,
Sales Business Intelligence Manager,Snowflake,San Mateo,Snowflake Careers,Full-time,provided,provided,[5],"['$139000', '$194200']",provided,provided,12 days ago,
Business Intelligence & Strategy Analyst,Redolent,San Bruno,Adzuna,Contractor,Not mentioned,Not mentioned,"[2, 3]",,provided,provided,1 month ago,
Business Intelligence Analyst with MySQL,xperttech,San Jose,Smart Recruiters Jobs,Full-time,Not mentioned,Not mentioned,"[2, 3]",,Not mentioned,Not mentioned,1 month ago,
Business Analyst IV,INTELLISWIFT INC,Palo Alto,Talentify,Full-time,Not mentioned,Not mentioned,"[5, 7, 5, 3, 3]",,Not mentioned,Not mentioned,1 month ago,
Business Intelligence Analyst,Stanford University,Stanford,JobzMall,Full-time,Not mentioned,Not mentioned,0,81K–135K a year,Not mentioned,Not mentioned,1 month ago,
BI Analyst,BayOne,Mountain View,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,18 days ago,
SAP Business Intelligence Analyst,Tranzeal Incorporated,San Jose,Indeed,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,
Business Intelligence Analyst/Engineer,Workstream,San Francisco,Adzuna,Full-time,provided,Not mentioned,[5],,provided,provided,1 month ago,
Business Intelligence Engineer,Amazon,Cupertino,LinkedIn,Full-time,provided,provided,[3],"['$89600', '$185000']",provided,provided,2 days ago,
Staff Business Data Analyst,Intuit,Mountain View,Dice.com,Full-time,Not mentioned,Not mentioned,[7],,provided,provided,1 month ago,
Business Intelligence Analyst III,"Albertsons Companies, Inc.",Pleasanton,Karkidi,Full-time,Not mentioned,Not mentioned,[2],120K–190K a year,Not mentioned,Not mentioned,1 month ago,
Data Analyst,Tesla,Fremont,JobzMall,Full-time,Not mentioned,Not mentioned,0,"58,747–122,744 a year",provided,Not mentioned,1 month ago,
Marketing Business Intelligence Analyst,Williams Sonoma,San Francisco,Indeed,Full-time,provided,provided,0,75K–85K a year,provided,Not mentioned,25 days ago,
Business Intelligence Analyst,The Trade Desk,San Francisco,Learn4Good,Full-time,Not mentioned,Not mentioned,[15],,provided,Not mentioned,1 month ago,
"Senior Business Intelligence Analyst, Service",Bloom Energy,San Jose,Karkidi,Full-time,Not mentioned,Not mentioned,[2],160K–240K a year,Not mentioned,Not mentioned,1 month ago,
Business Intelligence Analyst,BayOne,Mountain View,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,
Business Data Analyst,Ampcus Incorporated,Mountain View,Adzuna,Full-time,Not mentioned,Not mentioned,[5],,Not mentioned,Not mentioned,26 days ago,
Business Intelligence Analyst - Marketing,Slack,San Francisco,JobzMall,Full-time,Not mentioned,Not mentioned,0,"77,037–118,925 a year",provided,Not mentioned,1 month ago,
Marketing Business Intelligence Analyst,Rejuvenation,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,provided,provided,0,"['$75000', '$85000']",provided,Not mentioned,24 days ago,
Growth & BI Analyst,ICONMA,Sunnyvale,LinkedIn,Full-time,Not mentioned,Not mentioned,"[5, 5, 2]",58.31–79.19 an hour,provided,Not mentioned,15 days ago,
Developer,VirtualVocations,Fremont,Talent.com,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 day ago,
Business Analyst,Iovance Biotherapeutics Inc,San Carlos,Glassdoor,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,17 days ago,
Business Data Analyst,LaiOffer,Santa Clara,Jooble,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,
Senior Systems Analyst,City of Berkeley,Berkeley,GovernmentJobs.com,Full-time,Not mentioned,Not mentioned,0,"121,794.19–148,358.29 a year",Not mentioned,Not mentioned,1 month ago,
Senior Data Analyst (multiple openings),Innovaccer Inc.,San Francisco,Jobs - Towards AI,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,29 days ago,
"Data Analyst, BI",Checkr,San Francisco,ZipRecruiter,Contractor,provided,provided,[4],['$25'],Not mentioned,provided,4 days ago,
Entry Level Business/Data Analyst,SynergisticIT,San Mateo,LinkedIn,Full-time,Not mentioned,Not mentioned,0,['$100'],Not mentioned,provided,1 month ago,
"Staff Business Data Analyst, Product Analytics",Intuit,Mountain View,JobzMall,Full-time,Not mentioned,Not mentioned,0,90K–120K a year,Not mentioned,provided,1 month ago,
"Business Intelligence Engineer, Alexa, Fire TV, Appstore, Luna",Amazon,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,[3],"['$89600', '$185000']",Not mentioned,provided,8 days ago,
Business Intelligence Analyst - Philippines (4186),ModSquad,Sacramento,Lever,Full-time,Not mentioned,Not mentioned,[2],,provided,provided,1 month ago,
Pricing & Yield Analyst,Doximity,San Francisco,Work @ Doximity,"Full-time, Part-time, and Contractor",provided,provided,"[5, 2]","['$108000', '$150000']",provided,provided,1 month ago,
Salesforce Data Analyst,Apollose,San Jose,OPTnation,Full-time,Not mentioned,Not mentioned,0,103K–104K a year,provided,provided,1 month ago,
Technical data analyst,ITL USA,Sunnyvale,Talent.com,Full-time,Not mentioned,Not mentioned,"[7, 3, 2]",,Not mentioned,Not mentioned,1 day ago,
BI Analyst,"Albertsons Companies, Inc.",Pleasanton,Karkidi,Contractor,Not mentioned,Not mentioned,[5],120K–190K a year,Not mentioned,Not mentioned,1 month ago,
Business Data Analyst,SV Tech Systems Inc,Redwood City,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 day ago,
Business Intelligence Analyst,Informative Research,Sacramento,Monster,Contractor,provided,provided,[2],"['$72500.00', '$108300.00']",Not mentioned,provided,1 month ago,
Data & Business Intelligence Analyst,Cypress HCM,Sunnyvale,Avionte,Full-time,Not mentioned,Not mentioned,"[2, 2, 2, 2, 2]",['$58.05'],Not mentioned,provided,1 month ago,
Data Analyst,Universal Audio,Scotts Valley,Talentify,Full-time,Not mentioned,Not mentioned,"[4, 4]",,Not mentioned,provided,1 month ago,
"Senior Business Intelligence Engineer, PLX Finance BI",Amazon,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,[5],"['$117300', '$202800']",Not mentioned,provided,7 days ago,
Staff Strategy and Business Intelligence Analyst,Sunrun,California (+1 other) • via Sunrun,Sunrun,Full-time,provided,provided,[5],"['$103221.56', '$137628.75']",Not mentioned,provided,1 month ago,
Business / Data Analyst,InterSources,Sunnyvale,ZipRecruiter,Full-time,Not mentioned,Not mentioned,"[3, 1]",,provided,Not mentioned,1 month ago,
Business Intelligence Analyst,Harbor Wholesale Foods,Modesto,Jooble,Full-time,provided,provided,"[1, 3]","['$85', '$115']",provided,Not mentioned,1 month ago,
BI/Data Analyst with Tableau,Diverse Lynx,Cupertino,LinkedIn,Full-time,Not mentioned,Not mentioned,[5],,provided,Not mentioned,9 days ago,
BI Data analyst,"Omega Solutions, Inc.",San Jose,Ladders,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,7 days ago,
Intern - Market Intelligence Analyst,Micron Technology,Folsom,Jobs At Micron Technology,Full-time,provided,provided,0,"['$36.16', '$46.16']",Not mentioned,provided,6 days ago,
Business / Data Analyst,InterSources Inc,San Jose,LinkedIn,Full-time,Not mentioned,Not mentioned,"[3, 1]",,provided,provided,1 month ago,
Business Intelligence Data Analyst IV,Habemco,Upper Lake,Adzuna,Full-time,provided,Not mentioned,0,,provided,Not mentioned,1 month ago,
Senior Business Data Analyst,Intuit,San Francisco,JobzMall,Full-time,Not mentioned,Not mentioned,0,100K–150K a year,provided,Not mentioned,1 month ago,
Oracle HCMI BI Analyst,LHH Recruitment Solutions,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,provided,provided,[3],45–60 an hour,Not mentioned,Not mentioned,26 days ago,
Data Analyst V,Crystal Equation,West Menlo Park,Crystal Equation,Full-time,provided,provided,[4],"['$93', '$98']",Not mentioned,provided,24 days ago,
"Business Intelligence Engineer, Ring Subscriptions and Software (RSSBI)",Amazon,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,[3],"['$89600', '$185000']",Not mentioned,provided,9 days ago,
Senior Business Intelligence System Analyst,Partnership HealthPlan of California,Suisun City,Adzuna,Full-time,Not mentioned,Not mentioned,0,"['$118518.94', '$154074.63']",Not mentioned,provided,22 days ago,
Senior Business Data Analyst,Intuit,Mountain View,LinkedIn,Full-time,Not mentioned,Not mentioned,[8],,Not mentioned,provided,8 days ago,
"Data Analyst, People Data Solutions",Meta,Menlo Park,LinkedIn,Full-time,provided,Not mentioned,[4],104K–146K a year,Not mentioned,provided,2 days ago,
Business Analyst,ACME Tire,Palo Alto,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,75K–95K a year,Not mentioned,provided,1 month ago,
Customer Marketing Data Analyst,"Keysight Technologies, Inc.",Sacramento,Keysight Careers,Full-time,Not mentioned,Not mentioned,"[8, 3, 3, 5]",,provided,Not mentioned,1 month ago,
Business Intelligence Data Analyst III,Habemco,Anywhere • via Indeed,Indeed,Full-time,provided,Not mentioned,0,,provided,provided,1 month ago,
"Business Intelligence Engineer, Alexa Audio Data and Insights",Amazon,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,[3],"['$89600', '$185000']",provided,provided,11 days ago,
Senior Market Analytics Analyst,nextonestaffing.com,Santa Rosa,Recruiterflow,Full-time,Not mentioned,Not mentioned,"[5, 16]",,Not mentioned,provided,1 month ago,
Business Intelligence Analyst,Three Ventures Technology,Roseville,Indeed,Full-time,Not mentioned,Not mentioned,"[3, 5]",,Not mentioned,Not mentioned,1 month ago,
Data Analyst II,Logix Federal Credit Union,California • via SimplyHired,SimplyHired,Part-time,Not mentioned,Not mentioned,"[2, 4, 2, 4]","['$73700.80', '$110551.20']",Not mentioned,Not mentioned,25 days ago,
Survey Data Analyst,Survey Junkie,San Jose,Lively Vacancies,Full-time,Not mentioned,Not mentioned,[18],['$130'],Not mentioned,Not mentioned,4 days ago,
Business Metrics/Analytics Analyst [REMOTE],MillenniumSoft Inc,Anywhere • via LinkedIn,LinkedIn,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,
Business Intelligence Analyst at Wheel Remote,Wheel,San Jose,NSE,Contractor,Not mentioned,Not mentioned,"[3, 5]",,Not mentioned,Not mentioned,17 days ago,
